smiles,num_targets,target_1_Prothrombin,target_3_Voltage-gated inwardly rectify,target_2_Cannabinoid receptor 1
CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C#CCC(C)C)s1,3,0.0,0.0,0.0
CCCC#Cc1ccc(-c2c(CC)c(C(=O)NN3CCCCCC3)nn2-c2ccc(Cl)cc2Cl)s1,4,0.0,0.0,1.0
CCCC#Cc1ccc(-c2c(CC)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)s1,4,0.0,0.0,1.0
Cc1c(C(=O)NN2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C#CCC(C)C)s1,4,0.0,0.0,1.0
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C#CCC(C)C)s1,4,0.0,0.0,1.0
CCCC#Cc1ccc(-c2c(C)c(C(=O)NN3CCCCCC3)nn2-c2ccc(Cl)cc2Cl)s1,4,0.0,0.0,1.0
CCCC#Cc1ccc(-c2c(C)c(C(=O)NN3CC4CCCC4C3)nn2-c2ccc(Cl)cc2Cl)s1,3,0.0,0.0,0.0
CCCC#Cc1ccc(-c2c(C)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)s1,4,0.0,0.0,1.0
Cc1c(C(=O)NN2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)s1,4,0.0,0.0,0.0
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)s1,4,0.0,0.0,1.0
Cc1c(C(=O)NN2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)s1,3,0.0,0.0,0.0
Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1,2,0.0,0.0,0.0
Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,6,0.0,0.0,0.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccs3)cc1OC2(C)C,3,0.0,0.0,1.0
CCCc1ccc(C(C)(C)c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)cc1,2,0.0,0.0,1.0
CCc1ccc(C(C)(C)c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)cc1,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(C)cc3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(C#N)cc3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(Br)cc3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(Cl)cc3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(F)cc3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccccc3C)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(C#N)c3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(C)c3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(Br)c3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(Cl)c3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(F)c3)cc1OC2(C)C,2,0.0,0.0,1.0
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cc(C)cc(C)c3)cc1OC2(C)C,2,0.0,0.0,1.0
Cc1ccc(C(C)C)c2cc(Cc3ccccc3)c(=O)oc12,3,0.0,0.0,0.0
COc1cc(C)cc2oc(=O)c(Cc3ccccc3)cc12,3,0.0,0.0,0.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,2,0.0,0.0,0.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,2,0.0,0.0,0.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,2,0.0,0.0,0.0
O=C(c1ccccc1)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,0.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CC(NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,2,0.0,0.0,0.0
O=C(Cc1ccc(C(F)(F)F)cc1)NC1CN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,2,0.0,0.0,0.0
O=C(C1CCCCC1)N1C2CC1CN(S(=O)(=O)c1cccc3ccccc13)C2,2,0.0,0.0,1.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2c(Cl)cc(Cl)cc2Cl)CC1,2,0.0,0.0,0.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)CC1,2,0.0,0.0,0.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,2,0.0,0.0,0.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc3ccccc23)CC1c1ccccc1,2,0.0,0.0,1.0
CC1CN(C(=O)C2CCCCC2)CCN1S(=O)(=O)c1cccc2ccccc12,2,0.0,0.0,1.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,2,0.0,0.0,1.0
O=C(Cc1ccccn1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1C2CCC1CN(S(=O)(=O)c1cccc3ccccc13)C2,2,0.0,0.0,1.0
C[C@@H]1CN(S(=O)(=O)c2cccc3ccccc23)C[C@H](C)N1C(=O)C1CCCCC1,2,0.0,0.0,1.0
O=C(Cc1ccccc1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
O=C(C1CC1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
CC1(C)CN(S(=O)(=O)c2cccc3ccccc23)CCN1C(=O)C1CCCCC1,2,0.0,0.0,1.0
O=C(Cc1ccccc1C(F)(F)F)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
CC(C(=O)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1)c1ccc(C(F)(F)F)cc1,4,0.0,0.0,1.0
Cc1cc(C)cc(S(=O)(=O)N2CCN(C(=O)C3CCCCC3)CC2)c1,2,0.0,0.0,1.0
CC1CN(S(=O)(=O)c2cccc3ccccc23)CCN1C(=O)C1CCCCC1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc3ccccc23)CC1C(F)(F)F,2,0.0,0.0,1.0
CC(C)(C(=O)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1)c1ccccc1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,1.0
CC(C(=O)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1)c1ccccc1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc(-c3ccccc3)c2)CC1,2,0.0,0.0,1.0
O=C(Cc1cccc(C(F)(F)F)c1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
N#Cc1ccc(CC(=O)N2CCN(S(=O)(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1,2,0.0,0.0,1.0
O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc3ccccc23)CC1,2,0.0,0.0,1.0
O=C(c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C3CC3)cc(C(F)(F)F)c2)CC1,5,0.0,0.0,0.0
O=C(CCc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
Cc1n[nH]cc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)[C@@H]3C[C@H]3c3ccc(C(F)(F)F)cc3)CC2)c1,2,0.0,1.0,1.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,2,0.0,0.0,1.0
O=C1CSC(c2cc(C(F)(F)F)cc(S(=O)(=O)N3CCN(C(=O)[C@@H]4C[C@H]4c4ccc(C(F)(F)F)cc4)CC3)c2)=N1,2,0.0,0.0,1.0
Cc1nnc(-c2cc(C(F)(F)F)cc(S(=O)(=O)N3CCN(C(=O)[C@@H]4C[C@H]4c4ccc(C(F)(F)F)cc4)CC3)c2)[nH]1,2,0.0,0.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]c3)cc(C(F)(F)F)c2)CC1,2,0.0,1.0,1.0
CC(C)(O)c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)[C@@H]3C[C@H]3c3ccc(C(F)(F)F)cc3)CC2)c1,2,0.0,0.0,1.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(Br)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)CO)c2)CC1,2,0.0,0.0,1.0
COC(=O)c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)Cc3ccc(C(F)(F)F)cc3)CC2)c1,2,0.0,0.0,1.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(CCO)cc(C(F)(F)F)c2)CC1,2,0.0,1.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]n3)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C(O)C(F)(F)F)cc(C(F)(F)F)c2)CC1,2,0.0,1.0,1.0
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C3CC3)cc(C(F)(F)F)c2)CC1,6,0.0,0.0,0.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C3CC3)cc(C(F)(F)F)c2)CC1,6,0.0,0.0,0.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3ccn[nH]3)cc(C(F)(F)F)c2)CC1,2,0.0,1.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3ncon3)cc(C(F)(F)F)c2)CC1,2,0.0,0.0,1.0
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3nnc[nH]3)cc(C(F)(F)F)c2)CC1,2,0.0,1.0,1.0
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,0.0
CCCCCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,0.0
CCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,0.0
O=C(CCCCCCCCCCOc1cc(O)cc(O)c1)NCCO,3,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCc2ccc(O)c(OC)c2)c1,2,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCc2ccc(O)c(O)c2)c1,2,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NCC2CC2)c1,3,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,3,0.0,0.0,1.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC2CC2)c1,3,0.0,0.0,1.0
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,3,0.0,0.0,0.0
O=C(CCCCCCCCCCOc1cc(O)cc(O)c1)NCC1CC1,3,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,1.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,1.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,1.0
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,1.0
CCCCCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,0.0
CCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,3,0.0,0.0,1.0
O=C(CCCCCCCCCCOc1cc(O)cc(O)c1)NC1CC1,3,0.0,0.0,0.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,1.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,1.0
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCCO)c1,3,0.0,0.0,1.0
Cc1c(NS(=O)(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2,0.0,0.0,0.0
Cc1c(S(=O)(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2,0.0,0.0,0.0
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,8,0.0,0.0,0.0
O=C(NC12CC3CC(CC(C3)C1)C2)n1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1,2,0.0,0.0,0.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)N1CCCCC1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccccc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccccc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NC1CCCCC1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccccc1F,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccccc1F,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccc(F)cc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccc(F)cc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1cccc(F)c1,2,0.0,0.0,1.0
COc1ccc(CNC(=O)Cn2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3Cl)n2)cc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccccc1Cl,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccc(Cl)cc1,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1cc(F)ccc1F,2,0.0,0.0,1.0
O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)Nc1ccccc1,2,0.0,0.0,1.0
CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1ccc(Cl)c2ccccc12,2,0.0,0.0,1.0
CN1CCN(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2-c2ccc(Cl)cc2)CC1,2,0.0,0.0,0.0
O=C(NN1CCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2,0.0,0.0,0.0
O=C(NN1CCCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2,0.0,0.0,0.0
O=C(NN1CC2CCCC2C1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2,0.0,0.0,0.0
O=C(NC1CC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,4,0.0,0.0,1.0
O=C(c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1)N1CCc2ccccc2C1,2,0.0,0.0,0.0
O=C(NN1CCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2,0.0,0.0,0.0
CN1CCN(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2-c2ccc(Br)cc2)CC1,2,0.0,0.0,0.0
O=C(NC1CC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2,0.0,0.0,1.0
O=C(NC1CCCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2,0.0,0.0,0.0
O=C(NN1CCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,4,0.0,0.0,0.0
O=C(NC1CC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,2,0.0,0.0,1.0
O=C(NC1CCCCCC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,2,0.0,0.0,0.0
Cc1ccc(-c2c(C(=O)NN3CCCCC3)cnn2-c2ccc(Cl)cc2Cl)cc1,2,0.0,0.0,0.0
COc1ccc(-c2c(C(=O)NN3CCCCC3)cnn2-c2ccc(Cl)cc2Cl)cc1,2,0.0,0.0,0.0
CC(C)(C)c1nc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2c(=O)[nH]1,2,0.0,0.0,1.0
CC(C)(C)c1nc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c2n[nH]c(=O)n12,2,0.0,0.0,1.0
CCCC1=Nc2cc(C(=O)NC3CCN(C(=O)OCC)CC3)ccc2Sc2ccccc21,2,0.0,0.0,0.0
O=C(NN1CCCCC1)c1ccc2c(c1)N=C(C1CCCCC1)c1ccccc1S2,2,0.0,0.0,1.0
O=C(NCc1cccc(Cl)c1)c1ccc2c(c1)N=C(N1CCCCC1)c1ccccc1S2,2,0.0,0.0,1.0
O=C(NCc1cccc(Cl)c1)c1ccc2c(c1)N=C(N1CCC(F)(F)CC1)c1ccccc1S2,2,0.0,0.0,1.0
O=C(NCc1cccc(Cl)c1)c1ccc2c(c1)N=C(c1ccc(F)cc1)c1ccccc1S2,2,0.0,0.0,0.0
CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1)c1ccccc1S2,2,0.0,0.0,1.0
CC(C)CNC(=O)c1ccc2c(c1)N=C(c1cccc(Cl)c1)c1ccccc1S2,2,0.0,0.0,0.0
CCCCNC(=O)c1ccc2c(c1)N=C(c1ccccc1Cl)c1ccccc1S2,2,0.0,0.0,1.0
CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(F)c(Cl)c1)c1ccccc1S2,2,0.0,0.0,1.0
CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)c(Cl)c1)c1ccccc1S2,2,0.0,0.0,0.0
CC(C)CNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)s1)c1ccccc1S2,2,0.0,0.0,1.0
CC(C)CCNC(=O)c1ccc2c(c1)N=C(c1ccccn1)c1ccccc1S2,2,0.0,0.0,1.0
CCCC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1)c1ccccc1S2,2,0.0,0.0,1.0
CCN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
CC(C)N1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
CC(C)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
CC(C)(C)N1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
COC(C)(C)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
O=C1c2nn(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2CCN1CC(F)(F)F,2,0.0,0.0,1.0
CC(F)(F)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
CC(C)N1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
O=C1c2nn(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2OCCN1CC(F)(F)F,2,0.0,0.0,1.0
CC(F)(F)CN1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,4,0.0,0.0,1.0
CCC(F)(F)CN1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,2,0.0,0.0,1.0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@@H]1C[C@@H]1O,2,0.0,0.0,1.0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@@H]1C[C@H]1O,2,0.0,0.0,1.0
CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H]1C[C@@H]1O,2,0.0,0.0,1.0
CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H]1C[C@H]1O,2,0.0,0.0,1.0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,8,0.0,0.0,0.0
COCc1nnc(-c2cnc(-c3ccc(C#N)cc3C)cn2)n1-c1ccc(OC)nc1,2,0.0,0.0,0.0
COc1ccc(-n2c(C)nnc2-c2cnc(-c3ccc(F)cc3C)cn2)cn1,2,0.0,0.0,0.0
c1ccc2ncc(N3CCC(c4nc(C5CCCCC5)no4)CC3)cc2c1,2,0.0,0.0,0.0
Clc1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
Clc1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)cc1,2,0.0,0.0,0.0
Clc1cnccc1-c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(OC(F)(F)F)cc5c4)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,5,0.0,1.0,0.0
Fc1ccc(-c2noc(C3CCN(c4cnc5c(C(F)(F)F)cccc5c4)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
CC1(C)CCCc2cc(N3CCC(c4nc(-c5ccc(F)cc5Cl)no4)CC3)cnc21,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4cnc5c(c4)CCCC5)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)c(Cl)c1,4,0.0,0.0,0.0
Fc1ccc(-c2noc(C[C@H]3CCN(c4cnc5ccccc5c4)C3)n2)c(Cl)c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C[C@@H]3CCN(c4cnc5ccccc5c4)C3)n2)c(Cl)c1,4,0.0,0.0,0.0
Fc1ccc(-c2noc([C@@H]3CCC[C@H]3Nc3cnc4ccccc4c3)n2)c(Cl)c1,2,0.0,0.0,0.0
CC(C)(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1,4,0.0,0.0,0.0
CC(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(CCCNc3cnc4ccccc4c3)n2)c(Cl)c1,2,0.0,0.0,0.0
O=C(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1,4,0.0,0.0,0.0
O=C(O)CCc1nc(-c2ccc(F)cc2Cl)no1,2,0.0,0.0,0.0
CC(C)c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1,2,0.0,0.0,0.0
Fc1ccccc1-c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1,2,0.0,0.0,0.0
c1ccc2ncc(N3CCC(c4nc(-c5ccncc5)no4)CC3)cc2c1,2,0.0,0.0,0.0
CC(C)n1ccc2cc(N3CCC(c4nc(-c5ccc(F)cc5Cl)no4)CC3)cnc21,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4ccnc5ccccc45)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc(C3CCN(c4ccc(Cl)c(C(F)(F)F)c4)CC3)n2)c(Cl)c1,2,0.0,0.0,0.0
Fc1ccc(-c2noc([C@H]3C[C@@H]3CNc3cnc4ccccc4c3)n2)c(Cl)c1,4,0.0,0.0,0.0
Fc1ccc(-c2noc([C@H]3CC[C@@H](Nc4cnc5ccccc5c4)C3)n2)c(Cl)c1,2,0.0,0.0,0.0
O=C(NCCc1nc(-c2ccc(F)cc2Cl)no1)c1cnc2ccccc2c1,2,0.0,0.0,0.0
O=C(NCCC(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1,2,0.0,0.0,1.0
